#           x             T           CH4            O2            N2           CO2           H2O
       0.0041       293.003      0.999998   1.30333e-10   1.83226e-06   3.58259e-07   2.93304e-07
       0.0042       293.005      0.999996   2.06158e-10   2.89753e-06   5.67111e-07   4.64289e-07
       0.0043       293.011      0.999991   4.75848e-10   6.68244e-06   1.31256e-06   1.07458e-06
       0.0044       293.017      0.999986   7.45538e-10   1.04673e-05     2.058e-06   1.68487e-06
       0.0045       293.039      0.999969   1.65729e-09   2.32511e-05   4.58684e-06    3.7552e-06
       0.0046        293.06      0.999951   2.56905e-09   3.60348e-05   7.11567e-06   5.82553e-06
       0.0046        293.06      0.999951   2.56905e-09   3.60348e-05   7.11567e-06   5.82553e-06
       0.0046        293.06      0.999951   2.56905e-09   3.60348e-05   7.11567e-06   5.82553e-06
       0.0047       293.128      0.999895   5.48658e-09   7.69048e-05   1.52343e-05   1.24722e-05
       0.0048       293.197      0.999839   8.40411e-09   0.000117775    2.3353e-05   1.91189e-05
       0.0049       293.402      0.999672   1.71964e-08   0.000240833   4.78963e-05   3.92123e-05
        0.005       293.608      0.999504   2.59886e-08   0.000363892   7.24396e-05   5.93057e-05
       0.0051       294.188      0.999031    5.0785e-08    0.00071064   0.000141861    0.00011614
       0.0052       294.768      0.998558   7.55813e-08    0.00105739   0.000211282   0.000172975
       0.0053       296.285      0.997321   1.40448e-07    0.00196363   0.000393373   0.000322051
       0.0054       297.803      0.996084   2.05314e-07    0.00286988   0.000575464   0.000471128
       0.0055       301.433      0.993121   3.60647e-07    0.00503787    0.00101255    0.00082897
       0.0056       305.064      0.990158   5.15981e-07    0.00720586    0.00144964    0.00118681
       0.0056       305.064      0.990158   5.15981e-07    0.00720586    0.00144964    0.00118681
       0.0056       305.064      0.990158   5.15981e-07    0.00720586    0.00144964    0.00118681
       0.0057       312.851      0.983784   8.50182e-07     0.0118652    0.00239195    0.00195827
       0.0058       320.639       0.97741   1.18438e-06     0.0165246    0.00333426    0.00272973
       0.0059       334.912      0.965646   1.80151e-06     0.0251185    0.00507711    0.00415658
        0.006       349.186      0.953882   2.41864e-06     0.0337124    0.00681996    0.00558344
       0.0061       371.292      0.935433     3.387e-06     0.0471808    0.00955806     0.0078251
       0.0062       393.399      0.916983   4.35535e-06     0.0606492     0.0122962     0.0100668
       0.0062       393.399      0.916984   4.35535e-06     0.0606492     0.0122962     0.0100668
       0.0062       393.399      0.916983   4.35535e-06     0.0606492     0.0122962     0.0100668
       0.0063       423.119      0.891778   5.67925e-06     0.0790394     0.0160428     0.0131341
       0.0064        452.84      0.866572   7.00315e-06     0.0974296     0.0197895     0.0162015
       0.0065       488.846      0.835655   8.62831e-06      0.119976     0.0243915     0.0199691
       0.0066       524.852      0.804736   1.02535e-05      0.142523     0.0289935     0.0237367
       0.0066       524.852      0.804736   1.02535e-05      0.142523     0.0289935     0.0237367
       0.0066       524.852      0.804736   1.02535e-05      0.142523     0.0289935     0.0237367
       0.0067       565.606      0.769794   1.20916e-05      0.167994     0.0342005     0.0279996
       0.0068        606.36      0.734851   1.39297e-05      0.193464     0.0394075     0.0322626
       0.0069       650.721      0.697715   1.58849e-05      0.220524     0.0449471     0.0367978
        0.007       695.082      0.660579     1.784e-05      0.247584     0.0504866      0.041333
       0.0071       742.362      0.622912   1.98254e-05      0.275021     0.0561103      0.045937
       0.0072       789.643      0.585245   2.18108e-05      0.302458      0.061734     0.0505411
       0.0073       839.405      0.548397   2.37629e-05       0.32929     0.0672399     0.0550488
       0.0074       889.168      0.511549   2.57151e-05      0.356123     0.0727459     0.0595564
       0.0074       889.168      0.511548   2.57151e-05      0.356123     0.0727459     0.0595565
       0.0074       889.168      0.511549   2.57151e-05      0.356123     0.0727459     0.0595564
       0.0075       941.015      0.476508   2.76253e-05      0.381633     0.0779855     0.0638461
       0.0076       992.863      0.441467   2.95355e-05      0.407142     0.0832251     0.0681357
      0.00765        1019.7      0.425178   3.05376e-05      0.418998     0.0856626     0.0701312
       0.0077       1046.53      0.408888   3.15397e-05      0.430854     0.0880999     0.0721267
      0.00775       1073.37      0.392598   3.25418e-05       0.44271     0.0905374     0.0741221
       0.0078        1100.2      0.376308   3.35439e-05      0.454566     0.0929747     0.0761176
       0.0079       1155.49      0.346559   3.61154e-05      0.476212     0.0974282     0.0797637
        0.008       1210.78       0.31681   3.86868e-05      0.497859      0.101882     0.0834098
       0.0081       1267.31      0.290041   4.29601e-05      0.517334       0.10589     0.0866917
       0.0082       1323.85      0.263272   4.72335e-05      0.536809      0.109899     0.0899735
       0.0083       1381.19      0.239468   5.55507e-05      0.554123      0.113463      0.092891
       0.0084       1438.53      0.215664   6.38678e-05      0.571437      0.117027     0.0958085
       0.0084       1438.53      0.215664   6.38678e-05      0.571437      0.117027     0.0958085
       0.0084       1438.53      0.215665   6.38678e-05      0.571437      0.117027     0.0958085
       0.0085       1496.16      0.194704   8.07979e-05      0.586682       0.12016     0.0983737
       0.0086       1553.79      0.173744   9.77279e-05      0.601927      0.123293      0.100939
       0.0087        1611.1       0.15544   0.000134879      0.615241      0.126016      0.103168
       0.0088        1668.4      0.137136    0.00017203      0.628555      0.128739      0.105398
       0.0089       1724.58      0.121271   0.000259189      0.640103      0.131065      0.107302
        0.009       1780.75      0.105405   0.000346348      0.651651      0.133391      0.109206
       0.0091       1834.63      0.091759   0.000555099      0.661607      0.135306      0.110774
       0.0092       1888.51     0.0781126   0.000763849      0.671563       0.13722      0.112341
       0.0092       1888.51     0.0781126   0.000763849      0.671563       0.13722      0.112341
       0.0092       1888.51     0.0781126   0.000763849      0.671563       0.13722      0.112341
       0.0093       1937.34      0.066661    0.00124838      0.679972      0.138627      0.113492
       0.0094       1986.16     0.0552096    0.00173292      0.688381      0.140033      0.114643
       0.0095       2025.82     0.0459087    0.00281913      0.695337      0.140725       0.11521
       0.0096       2065.47     0.0366079    0.00390534      0.702291      0.141418      0.115778
       0.0097       2090.55     0.0289476    0.00645004      0.708319      0.140917      0.115367
       0.0098       2115.62     0.0212873    0.00899474      0.714346      0.140415      0.114957
       0.0099       2109.59     0.0154944      0.014786      0.719608      0.137523      0.112589
         0.01       2103.56    0.00970159     0.0205773       0.72487      0.134631      0.110221
       0.0101       2038.74    0.00657845     0.0322215      0.729257      0.127533       0.10441
       0.0102       1973.92     0.0034553     0.0438657      0.733645      0.120436     0.0985992
       0.0103       1862.02    0.00230854     0.0596013      0.737341      0.110381      0.090368
       0.0104       1750.13    0.00116177     0.0753369      0.741038      0.100327     0.0821369
       0.0105       1627.99    0.00076117     0.0908334      0.744148     0.0903163     0.0739411
       0.0106       1505.85    0.00036057       0.10633      0.747259     0.0803055     0.0657454
       0.0107       1388.45   0.000230936      0.120135      0.749865     0.0713531     0.0584162
       0.0108       1271.06   0.000101303      0.133941       0.75247     0.0624007     0.0510869
       0.0109       1164.98   6.36519e-05      0.145633      0.754624     0.0548082      0.044871
        0.011       1058.91   2.60007e-05      0.157326      0.756778     0.0472156      0.038655
       0.0111       963.672   1.69644e-05      0.167198       0.75858     0.0408015     0.0334038
       0.0112       868.437   7.92818e-06      0.177071      0.760382     0.0343873     0.0281526
       0.0113       782.579   6.13702e-06      0.185459      0.761907     0.0289373     0.0236907
       0.0114       696.723   4.34586e-06      0.193847      0.763433     0.0234873     0.0192288
       0.0115       624.703   3.53288e-06      0.200528      0.764648     0.0191459     0.0156746
       0.0116       552.684   2.71991e-06       0.20721      0.765863     0.0148045     0.0121204
       0.0117       498.336   2.13805e-06      0.212068      0.766745     0.0116481    0.00953625
       0.0118       443.988    1.5562e-06      0.216926      0.767628    0.00849175    0.00695214
       0.0119        407.33   1.17379e-06      0.220129      0.768209    0.00641139    0.00524896
        0.012       370.672   7.91378e-07      0.223331      0.768791    0.00433103    0.00354578
       0.0121       349.471   5.73895e-07      0.225159      0.769123     0.0031439    0.00257388
       0.0122        328.27   3.56411e-07      0.226987      0.769454    0.00195677    0.00160199
      0.01225       323.093   3.03883e-07       0.22743      0.769534    0.00166899    0.00136639
       0.0123       317.916   2.51355e-07      0.227873      0.769614    0.00138121    0.00113078
      0.01235       312.738   1.98827e-07      0.228316      0.769695    0.00109343   0.000895179
       0.0124       307.561     1.463e-07       0.22876      0.769775   0.000805647   0.000659575
       0.0125       303.062   1.00986e-07      0.229143      0.769845   0.000556514   0.000455613
       0.0126       298.563   5.56731e-08      0.229527      0.769914    0.00030738    0.00025165
       0.0126       298.563   5.56731e-08      0.229527      0.769914    0.00030738    0.00025165
       0.0126       298.563   5.56731e-08      0.229527      0.769914   0.000307381    0.00025165
       0.0127       296.778    3.7786e-08      0.229679      0.769942   0.000208736    0.00017089
       0.0128       294.994   1.98988e-08       0.22983      0.769969   0.000110091   9.01308e-05
       0.0129       294.335   1.33179e-08      0.229886      0.769979   7.37098e-05   6.03456e-05
        0.013       293.677   6.73692e-09      0.229942      0.769989   3.73283e-05   3.05604e-05
       0.0131       293.447   4.45447e-09      0.229962      0.769993   2.46874e-05   2.02114e-05
       0.0132       293.219   2.17201e-09      0.229982      0.769996   1.20465e-05   9.86238e-06
      0.01325       293.181   1.79634e-09      0.229985      0.769997   9.96343e-06   8.15698e-06
       0.0133       293.143   1.42067e-09      0.229988      0.769998   7.88035e-06   6.45157e-06
      0.01335       293.105     1.045e-09      0.229991      0.769998   5.79726e-06   4.74617e-06
       0.0134       293.067   6.69333e-10      0.229994      0.769999   3.71418e-06   3.04076e-06
       0.0135       293.044   4.33522e-10      0.229996      0.769999   2.40572e-06   1.96954e-06
       0.0136        293.02   1.97712e-10      0.229998          0.77   1.09726e-06    8.9832e-07
       0.0136        293.02   1.97712e-10      0.229998          0.77   1.09726e-06    8.9832e-07
       0.0136        293.02   1.97712e-10      0.229998          0.77   1.09726e-06    8.9832e-07
       0.0137       293.013   1.26913e-10      0.229999          0.77    7.0432e-07    5.7662e-07
       0.0138       293.005   5.61137e-11          0.23          0.77   3.11375e-07    2.5492e-07
      0.01385       293.004   4.59191e-11          0.23          0.77   2.54798e-07   2.08601e-07
       0.0139       293.003   3.57245e-11          0.23          0.77   1.98222e-07   1.62282e-07
      0.01395       293.002     2.553e-11          0.23          0.77   1.41645e-07   1.15964e-07
        0.014       293.001   1.53354e-11          0.23          0.77   8.50683e-08   6.96448e-08
       0.0141       293.001   9.68959e-12          0.23          0.77   5.37456e-08   4.40011e-08
       0.0142           293    4.0438e-12          0.23          0.77   2.24228e-08   1.83574e-08
       0.0143           293   2.53731e-12          0.23          0.77   1.40683e-08   1.15176e-08
       0.0144           293   1.03082e-12          0.23          0.77   5.71378e-09   4.67782e-09
       0.0144           293   1.03082e-12          0.23          0.77   5.71378e-09   4.67782e-09
       0.0144           293   1.03082e-12          0.23          0.77   5.71378e-09   4.67783e-09
       0.0145           293   6.42648e-13          0.23          0.77   3.56202e-09    2.9162e-09
       0.0146           293   2.54481e-13          0.23          0.77   1.41027e-09   1.15458e-09
       0.0147           293   1.57715e-13          0.23          0.77   8.74017e-10   7.15551e-10
       0.0148           293   6.09486e-14          0.23          0.77   3.37767e-10   2.76527e-10
      0.01485           293   4.92576e-14          0.23          0.77   2.72985e-10    2.2349e-10
       0.0149           293   3.75666e-14          0.23          0.77   2.08202e-10   1.70453e-10
      0.01495           293   2.58757e-14          0.23          0.77    1.4342e-10   1.17416e-10
        0.015           293   1.41847e-14          0.23          0.77   7.86372e-11   6.43793e-11
       0.0151           293   8.69882e-15          0.23          0.77   4.82316e-11   3.94867e-11
       0.0152           293   3.21296e-15          0.23          0.77   1.78261e-11   1.45941e-11
       0.0153           293   1.96117e-15          0.23          0.77   1.08835e-11   8.91026e-12
       0.0154           293   7.09385e-16          0.23          0.77   3.94097e-12   3.22643e-12
       0.0154           293   7.09385e-16          0.23          0.77   3.94097e-12   3.22643e-12
       0.0154           293   7.09385e-16          0.23          0.77   3.94097e-12   3.22643e-12
       0.0155           293   4.31147e-16          0.23          0.77   2.39605e-12   1.96162e-12
       0.0156           293   1.52909e-16          0.23          0.77   8.51126e-13   6.96808e-13
       0.0157           293   9.25731e-17          0.23          0.77    5.1552e-13   4.22051e-13
       0.0158           293   3.22369e-17          0.23          0.77   1.79913e-13   1.47293e-13
      0.01585           293   2.58508e-17          0.23          0.77   1.44305e-13   1.18141e-13
       0.0159           293   1.94646e-17          0.23          0.77   1.08697e-13   8.89889e-14
      0.01595           293   1.30785e-17          0.23          0.77   7.30884e-14   5.98368e-14
        0.016           293   6.69238e-18          0.23          0.77   3.74802e-14   3.06847e-14
      0.01604           293    5.6333e-18          0.23          0.77    3.1556e-14   2.58346e-14
      0.01608           293   4.57422e-18          0.23          0.77   2.56318e-14   2.09845e-14
      0.01614           293    2.9856e-18          0.23          0.77   1.67455e-14   1.37094e-14
       0.0162           293   1.39698e-18          0.23          0.77    7.8592e-15   6.43422e-15
      0.01625           293   1.12472e-18          0.23          0.77   6.32995e-15   5.18225e-15
       0.0163           293   8.52459e-19          0.23          0.77    4.8007e-15   3.93028e-15
      0.01635           293     5.802e-19          0.23          0.77   3.27146e-15    2.6783e-15
       0.0164           293   3.07941e-19          0.23          0.77   1.74221e-15   1.42633e-15
     0.016475           293   2.19319e-19          0.23          0.77   1.24178e-15   1.01663e-15
      0.01655           293   1.30697e-19          0.23          0.77    7.4135e-16   6.06937e-16
     0.016575           293   1.01156e-19          0.23          0.77   5.74541e-16   4.70371e-16
       0.0166           293   7.16155e-20          0.23          0.77   4.07731e-16   3.33806e-16
    0.0166333           293   6.29464e-20          0.23          0.77   3.58508e-16   2.93508e-16
    0.0166667           293   5.42774e-20          0.23          0.77   3.09286e-16   2.53209e-16
    0.0167333           293   3.69392e-20          0.23          0.77    2.1084e-16   1.72613e-16
       0.0168           293   1.96011e-20          0.23          0.77   1.12395e-16   9.20164e-17
      0.01684           293   1.65955e-20          0.23          0.77   9.52097e-17   7.79472e-17
      0.01688           293     1.359e-20          0.23          0.77   7.80247e-17    6.3878e-17
      0.01694           293   9.08168e-21          0.23          0.77   5.22472e-17   4.27743e-17
        0.017           293   4.57337e-21          0.23          0.77   2.64697e-17   2.16706e-17
       0.0171           293   2.87735e-21          0.23          0.77   1.66891e-17   1.36633e-17
       0.0172           293   1.18133e-21          0.23          0.77   6.90853e-18   5.65595e-18
       0.0172           293   1.18133e-21          0.23          0.77   6.90853e-18   5.65595e-18
       0.0172           293   1.18133e-21          0.23          0.77   6.90853e-18   5.65595e-18
       0.0173           293   7.51554e-22          0.23          0.77   4.40476e-18   3.60614e-18
       0.0174           293    3.2178e-22          0.23          0.77     1.901e-18   1.55633e-18
     0.017475           293   2.29295e-22          0.23          0.77   1.35679e-18   1.11079e-18
      0.01755           293    1.3681e-22          0.23          0.77   8.12574e-19   6.65248e-19
     0.017575           293   1.05981e-22          0.23          0.77    6.3117e-19   5.16734e-19
       0.0176           293   7.51528e-23          0.23          0.77   4.49766e-19    3.6822e-19
    0.0176333           293   6.64551e-23          0.23          0.77   3.97946e-19   3.25795e-19
    0.0176667           293   5.77574e-23          0.23          0.77   3.46126e-19    2.8337e-19
    0.0177333           293    4.0362e-23          0.23          0.77   2.42485e-19   1.98521e-19
       0.0178           293   2.29666e-23          0.23          0.77   1.38845e-19   1.13671e-19
      0.01784           293   1.95946e-23          0.23          0.77   1.18541e-19   9.70487e-20
      0.01788           293   1.62227e-23          0.23          0.77   9.82376e-20   8.04263e-20
      0.01794           293   1.11648e-23          0.23          0.77   6.77822e-20   5.54927e-20
        0.018           293   6.10686e-24          0.23          0.77   3.73269e-20   3.05591e-20
       0.0181           293   3.85788e-24          0.23          0.77   2.36334e-20   1.93484e-20
       0.0182           293   1.60889e-24          0.23          0.77   9.93993e-21   8.13772e-21
       0.0182           293   1.60889e-24          0.23          0.77   9.93993e-21   8.13772e-21
       0.0182           293   1.60889e-24          0.23          0.77   9.93993e-21   8.13772e-21
       0.0183           293   1.00023e-24          0.23          0.77   6.19257e-21    5.0698e-21
       0.0184           293   3.91577e-25          0.23          0.77   2.44521e-21   2.00187e-21
      0.01847           293   2.90407e-25          0.23          0.77   1.81561e-21   1.48642e-21
      0.01854           293   1.89238e-25          0.23          0.77     1.186e-21   9.70967e-22
      0.01857           293   1.45879e-25          0.23          0.77   9.16169e-22   7.50059e-22
       0.0186           293   1.02521e-25          0.23          0.77   6.46338e-22   5.29151e-22
       0.0187           293   6.46125e-26          0.23          0.77   4.08028e-22   3.34049e-22
       0.0188           293   2.67043e-26          0.23          0.77   1.69719e-22   1.38947e-22
       0.0189           293   1.65989e-26          0.23          0.77   1.05634e-22   8.64814e-23
        0.019           293   6.49358e-27          0.23          0.77   4.15487e-23   3.40156e-23
        0.019           293   6.49358e-27          0.23          0.77   4.15487e-23   3.40156e-23
        0.019           293   6.49358e-27          0.23          0.77   4.15487e-23   3.40156e-23
       0.0191           293   4.08703e-27          0.23          0.77   2.61762e-23   2.14302e-23
       0.0192           293   1.68048e-27          0.23          0.77   1.08037e-23   8.84491e-24
     0.019265           293   1.27263e-27          0.23          0.77   8.18412e-24   6.70026e-24
      0.01933           293    8.6477e-28          0.23          0.77   5.56451e-24   4.55561e-24
     0.019365           293   6.45156e-28          0.23          0.77   4.15395e-24    3.4008e-24
       0.0194           293   4.25542e-28          0.23          0.77   2.74338e-24   2.24599e-24
