#           x             T           CH4            O2            N2           CO2           H2O
       0.0077       1053.96      0.403331   2.76299e-05       0.43634     0.0881412     0.0721604
      0.00775       1078.64      0.388492   2.84359e-05       0.44713     0.0903672     0.0739828
       0.0078       1103.32      0.373652   2.92418e-05       0.45792     0.0925931     0.0758052
       0.0079       1154.05      0.346367   3.12907e-05      0.477745     0.0966943     0.0791628
        0.008       1204.78      0.319082   3.33395e-05      0.497569      0.100796     0.0825204
       0.0081       1256.58      0.294303   3.65994e-05      0.515559      0.104527     0.0855749
       0.0082       1308.38      0.269524   3.98593e-05      0.533549      0.108257     0.0886293
       0.0083       1360.93      0.247249   4.58583e-05      0.549711      0.111616     0.0913786
       0.0084       1413.46      0.224974   5.18573e-05      0.565873      0.114974     0.0941279
       0.0084       1413.47      0.224974   5.18573e-05      0.565873      0.114974      0.094128
       0.0084       1413.46      0.224974   5.18573e-05      0.565873      0.114974     0.0941279
       0.0085       1466.36      0.205118   6.34731e-05      0.580271      0.117969     0.0965797
       0.0086       1519.24      0.185262   7.50889e-05      0.594669      0.120963     0.0990313
       0.0087       1572.04       0.16769   9.83919e-05      0.607405      0.123609      0.101198
       0.0088       1624.84      0.150118   0.000121695       0.62014      0.126255      0.103364
       0.0089       1676.99      0.134667   0.000171471      0.631338      0.128567      0.105257
        0.009       1729.13      0.119215   0.000221248      0.642536      0.130879      0.107149
       0.0091        1779.9      0.105711   0.000333942      0.652329      0.132857      0.108769
       0.0092       1830.67     0.0922079   0.000446635      0.662122      0.134835      0.110389
       0.0092       1830.67     0.0922079   0.000446635      0.662122      0.134835      0.110389
       0.0092       1830.67     0.0922079   0.000446635      0.662122      0.134835      0.110389
       0.0093       1878.94     0.0804885   0.000702832      0.670644      0.136452      0.111712
       0.0094       1927.21      0.068769   0.000959028      0.679167      0.138069      0.113036
       0.0095          1970     0.0589295    0.00151241       0.68638      0.139209      0.113969
       0.0096       2012.78       0.04909    0.00206579      0.693592      0.140349      0.114903
       0.0097       2046.69     0.0410242    0.00324506      0.699633      0.140814      0.115284
       0.0098       2080.59     0.0329584    0.00442432      0.705673       0.14128      0.115664
       0.0099       2100.75     0.0261937     0.0070456      0.711032      0.140612      0.115117
         0.01       2120.91     0.0194291    0.00966688       0.71639      0.139944      0.114571
       0.0101       2112.03     0.0142917     0.0153413      0.721122      0.137047      0.112199
       0.0102       2103.15    0.00915433     0.0210157      0.725854      0.134149      0.109827
       0.0103       2042.36    0.00631795     0.0318838      0.729861       0.12753      0.104407
       0.0104       1981.56    0.00348156     0.0427519      0.733869       0.12091     0.0989878
       0.0105       1879.18    0.00237057     0.0572693      0.737289      0.111658     0.0914133
       0.0106        1776.8    0.00125957     0.0717867      0.740709      0.102406     0.0838389
       0.0107       1663.78   0.000842526      0.086299      0.743625     0.0930526     0.0761814
       0.0108       1550.76   0.000425481      0.100811       0.74654     0.0836992     0.0685238
       0.0109       1440.38   0.000278712      0.113993      0.749018     0.0751696     0.0615407
        0.011          1330   0.000131944      0.127174      0.751496       0.06664     0.0545576
       0.0111       1228.23   8.46247e-05        0.1386      0.753584     0.0592363     0.0484963
       0.0112       1126.45   3.73056e-05      0.150025      0.755671     0.0518327      0.042435
       0.0113       1035.43   2.40275e-05      0.159684      0.757413     0.0455705     0.0373082
       0.0114       944.402   1.07494e-05      0.169343      0.759156     0.0393083     0.0321813
       0.0115       861.296   7.74115e-06       0.17768      0.760652      0.033904     0.0277569
       0.0116        778.19   4.73294e-06      0.186016      0.762147     0.0284997     0.0233324
       0.0117       704.264   3.88315e-06      0.193055      0.763407     0.0239368     0.0195969
       0.0118       630.337   3.03336e-06      0.200095      0.764667      0.019374     0.0158613
       0.0119       570.576   2.47018e-06      0.205548      0.765641     0.0158404     0.0129684
        0.012       510.815     1.907e-06         0.211      0.766615     0.0123068     0.0100754
       0.0121       466.129   1.50386e-06      0.214961      0.767322    0.00974097    0.00797483
       0.0122       421.443   1.10072e-06      0.218921      0.768029    0.00717514    0.00587423
      0.01225       406.371   9.68984e-07      0.220232      0.768262    0.00632583     0.0051789
       0.0123       391.299   8.37245e-07      0.221543      0.768496    0.00547652    0.00448358
      0.01235       376.227   7.05506e-07      0.222854      0.768729    0.00462721    0.00378825
       0.0124       361.155   5.73767e-07      0.224165      0.768963     0.0037779    0.00309293
       0.0125       343.331   4.21703e-07      0.225698      0.769236    0.00278515    0.00228018
       0.0126       325.506    2.6964e-07      0.227231      0.769509     0.0017924    0.00146743
       0.0126       325.506    2.6964e-07      0.227231      0.769509     0.0017924    0.00146743
       0.0126       325.506    2.6964e-07      0.227231      0.769509     0.0017924    0.00146743
       0.0127       316.368    1.9313e-07      0.228012      0.769648    0.00128708    0.00105372
       0.0128        307.23    1.1662e-07      0.228792      0.769786   0.000781747   0.000640011
       0.0129       303.029   8.19558e-08      0.229149       0.76985    0.00055051   0.000450699
        0.013       298.828   4.72916e-08      0.229507      0.769913   0.000319274   0.000261387
       0.0131       297.044    3.2734e-08      0.229658       0.76994   0.000221367   0.000181231
       0.0132        295.26   1.81765e-08      0.229809      0.769967   0.000123459   0.000101075
      0.01325       294.904   1.52997e-08      0.229839      0.769972   0.000103981   8.51285e-05
       0.0133       294.548   1.24229e-08      0.229869      0.769977   8.45031e-05   6.91819e-05
      0.01335       294.192   9.54612e-09      0.229899      0.769983    6.5025e-05   5.32354e-05
       0.0134       293.836   6.66934e-09       0.22993      0.769988   4.55469e-05   3.72888e-05
       0.0135       293.566   4.50832e-09      0.229952      0.769992   3.08308e-05   2.52409e-05
       0.0136       293.296    2.3473e-09      0.229975      0.769996   1.61147e-05   1.31929e-05
       0.0136       293.296    2.3473e-09      0.229975      0.769996   1.61147e-05   1.31929e-05
       0.0136       293.296    2.3473e-09      0.229975      0.769996   1.61147e-05   1.31929e-05
       0.0137       293.199   1.57121e-09      0.229983      0.769997   1.08016e-05   8.84313e-06
       0.0138       293.101   7.95115e-10      0.229991      0.769998   5.48845e-06   4.49334e-06
      0.01385       293.084   6.61304e-10      0.229993      0.769999    4.5675e-06   3.73937e-06
       0.0139       293.067   5.27493e-10      0.229994      0.769999   3.64655e-06    2.9854e-06
      0.01395        293.05   3.93683e-10      0.229996      0.769999    2.7256e-06   2.23142e-06
        0.014       293.034   2.59872e-10      0.229998      0.769999   1.80465e-06   1.47745e-06
       0.0141       293.022   1.71006e-10      0.229999          0.77   1.18951e-06    9.7384e-07
       0.0142        293.01   8.21407e-11          0.23          0.77   5.74366e-07   4.70228e-07
       0.0143       293.007   5.36538e-11          0.23          0.77   3.75883e-07   3.07732e-07
       0.0144       293.004   2.51669e-11          0.23          0.77   1.77401e-07   1.45236e-07
       0.0144       293.004   2.51669e-11          0.23          0.77   1.77401e-07   1.45236e-07
       0.0144       293.004   2.51669e-11          0.23          0.77   1.77401e-07   1.45236e-07
       0.0145       293.002   1.63297e-11          0.23          0.77   1.15357e-07   9.44418e-08
       0.0146       293.001   7.49249e-12          0.23          0.77   5.33136e-08   4.36474e-08
       0.0147           293   4.83281e-12          0.23          0.77   3.44734e-08    2.8223e-08
       0.0148           293   2.17314e-12          0.23          0.77   1.56332e-08   1.27987e-08
      0.01485           293   1.78383e-12          0.23          0.77   1.28465e-08   1.05173e-08
       0.0149           293   1.39451e-12          0.23          0.77   1.00598e-08   8.23588e-09
      0.01495           293    1.0052e-12          0.23          0.77   7.27315e-09   5.95445e-09
        0.015           293   6.15884e-13          0.23          0.77   4.48647e-09   3.67303e-09
       0.0151           293   3.93516e-13          0.23          0.77   2.87547e-09   2.35412e-09
       0.0152           293   1.71148e-13          0.23          0.77   1.26448e-09   1.03521e-09
       0.0153           293    1.0899e-13          0.23          0.77   8.07946e-10   6.61457e-10
       0.0154           293   4.68326e-14          0.23          0.77   3.51418e-10   2.87703e-10
       0.0154           293   4.68326e-14          0.23          0.77   3.51418e-10   2.87703e-10
       0.0154           293   4.68326e-14          0.23          0.77   3.51418e-10   2.87703e-10
       0.0155           293   2.97596e-14          0.23          0.77   2.24098e-10   1.83467e-10
       0.0156           293   1.26866e-14          0.23          0.77   9.67775e-11    7.9231e-11
       0.0157           293   8.05581e-15          0.23          0.77   6.16726e-11   5.04908e-11
       0.0158           293   3.42506e-15          0.23          0.77   2.65677e-11   2.17507e-11
      0.01585           293   2.80108e-15          0.23          0.77   2.17564e-11   1.78118e-11
       0.0159           293   2.17711e-15          0.23          0.77   1.69451e-11   1.38728e-11
      0.01595           293   1.55313e-15          0.23          0.77   1.21338e-11   9.93384e-12
        0.016           293   9.29149e-16          0.23          0.77   7.32252e-12   5.99489e-12
      0.01604           293   7.94442e-16          0.23          0.77   6.26648e-12   5.13031e-12
      0.01608           293   6.59736e-16          0.23          0.77   5.21044e-12   4.26574e-12
      0.01614           293   4.57677e-16          0.23          0.77   3.62638e-12   2.96888e-12
       0.0162           293   2.55617e-16          0.23          0.77   2.04231e-12   1.67202e-12
      0.01625           293   2.09698e-16          0.23          0.77   1.67692e-12   1.37288e-12
       0.0163           293   1.63779e-16          0.23          0.77   1.31153e-12   1.07373e-12
      0.01635           293    1.1786e-16          0.23          0.77   9.46133e-13    7.7459e-13
       0.0164           293   7.19406e-17          0.23          0.77   5.80739e-13   4.75446e-13
     0.016475           293   5.27692e-17          0.23          0.77   4.26362e-13   3.49059e-13
      0.01655           293   3.35979e-17          0.23          0.77   2.71986e-13   2.22672e-13
     0.016575           293   2.72074e-17          0.23          0.77   2.20527e-13   1.80543e-13
       0.0166           293   2.08169e-17          0.23          0.77   1.69068e-13   1.38414e-13
    0.0166333           293    1.8377e-17          0.23          0.77   1.49265e-13   1.22202e-13
    0.0166667           293   1.59371e-17          0.23          0.77   1.29463e-13    1.0599e-13
    0.0167333           293   1.10573e-17          0.23          0.77   8.98589e-14   7.35667e-14
       0.0168           293   6.17741e-18          0.23          0.77   5.02546e-14    4.1143e-14
      0.01684           293   5.32184e-18          0.23          0.77   4.32868e-14   3.54385e-14
      0.01688           293   4.46628e-18          0.23          0.77    3.6319e-14    2.9734e-14
      0.01694           293   3.18292e-18          0.23          0.77   2.58673e-14   2.11773e-14
        0.017           293   1.89957e-18          0.23          0.77   1.54156e-14   1.26206e-14
       0.0171           293   1.27309e-18          0.23          0.77   1.03175e-14   8.44681e-15
       0.0172           293   6.46618e-19          0.23          0.77   5.21931e-15     4.273e-15
       0.0172           293   6.46617e-19          0.23          0.77   5.21931e-15     4.273e-15
       0.0172           293   6.46618e-19          0.23          0.77   5.21931e-15     4.273e-15
       0.0173           293    4.3946e-19          0.23          0.77   3.54073e-15   2.89876e-15
       0.0174           293   2.32303e-19          0.23          0.77   1.86214e-15   1.52452e-15
     0.017475           293   1.69974e-19          0.23          0.77   1.36089e-15   1.11415e-15
      0.01755           293   1.07645e-19          0.23          0.77   8.59639e-16   7.03778e-16
     0.017575           293   8.68686e-20          0.23          0.77   6.92555e-16   5.66988e-16
       0.0176           293   6.60923e-20          0.23          0.77   5.25471e-16   4.30199e-16
    0.0176333           293   5.85032e-20          0.23          0.77   4.64859e-16   3.80576e-16
    0.0176667           293   5.09142e-20          0.23          0.77   4.04246e-16   3.30953e-16
    0.0177333           293    3.5736e-20          0.23          0.77   2.83021e-16   2.31707e-16
       0.0178           293   2.05579e-20          0.23          0.77   1.61796e-16   1.32461e-16
      0.01784           293     1.758e-20          0.23          0.77   1.38283e-16   1.13211e-16
      0.01788           293   1.46021e-20          0.23          0.77    1.1477e-16   9.39612e-17
      0.01794           293   1.01352e-20          0.23          0.77   7.95003e-17   6.50862e-17
        0.018           293    5.6683e-21          0.23          0.77   4.42306e-17   3.62112e-17
       0.0181           293    3.6301e-21          0.23          0.77   2.82805e-17   2.31531e-17
       0.0182           293    1.5919e-21          0.23          0.77   1.23305e-17   1.00949e-17
       0.0182           293    1.5919e-21          0.23          0.77   1.23305e-17   1.00949e-17
       0.0182           293    1.5919e-21          0.23          0.77   1.23305e-17   1.00949e-17
       0.0183           293   1.01374e-21          0.23          0.77   7.84179e-18   6.42001e-18
       0.0184           293   4.35583e-22          0.23          0.77   3.35308e-18   2.74513e-18
      0.01847           293   3.20612e-22          0.23          0.77   2.46666e-18   2.01944e-18
      0.01854           293    2.0564e-22          0.23          0.77   1.58025e-18   1.29374e-18
      0.01857           293   1.56367e-22          0.23          0.77   1.20036e-18   9.82724e-19
       0.0186           293   1.07093e-22          0.23          0.77    8.2047e-19   6.71711e-19
       0.0187           293    6.6796e-23          0.23          0.77   5.11527e-19   4.18782e-19
       0.0188           293   2.64986e-23          0.23          0.77   2.02584e-19   1.65853e-19
       0.0189           293   1.61864e-23          0.23          0.77   1.23774e-19   1.01333e-19
        0.019           293   5.87418e-24          0.23          0.77   4.49646e-20   3.68121e-20
        0.019           293   5.87418e-24          0.23          0.77   4.49646e-20   3.68121e-20
        0.019           293   5.87418e-24          0.23          0.77   4.49646e-20   3.68121e-20
       0.0191           293   3.63159e-24          0.23          0.77   2.78273e-20    2.2782e-20
       0.0192           293   1.38901e-24          0.23          0.77   1.06901e-20    8.7519e-21
     0.019265           293   1.03727e-24          0.23          0.77   7.98914e-21   6.54065e-21
      0.01933           293   6.85537e-25          0.23          0.77    5.2882e-21   4.32941e-21
     0.019365           293   4.96142e-25          0.23          0.77   3.83385e-21   3.13874e-21
       0.0194           293   3.06746e-25          0.23          0.77    2.3795e-21   1.94807e-21
