#           x             T           CH4            O2            N2           CO2           H2O
       0.0053       353.409      0.943932   1.27473e-06     0.0472951    0.00482311    0.00394864
       0.0054       366.337      0.932144     1.564e-06     0.0569899    0.00597371    0.00489062
       0.0055       383.101      0.916931   1.95033e-06     0.0693357    0.00754996    0.00618109
       0.0056       399.865      0.901718   2.33665e-06     0.0816815    0.00912622    0.00747156
       0.0056       399.864      0.901719   2.33665e-06     0.0816815    0.00912622    0.00747155
       0.0056       399.865      0.901718   2.33665e-06     0.0816815    0.00912622    0.00747156
       0.0057       420.263       0.88326   2.81998e-06     0.0964683     0.0111447    0.00912408
       0.0058       440.661      0.864802    3.3033e-06      0.111255     0.0131632     0.0107766
       0.0059       464.239      0.843542   3.87544e-06      0.128076     0.0156036     0.0127745
        0.006       487.816      0.822283   4.44757e-06      0.144896      0.018044     0.0147725
       0.0061       514.041      0.798819   5.09481e-06      0.163242     0.0208578     0.0170761
       0.0062       540.265      0.775355   5.74205e-06      0.181588     0.0236716     0.0193798
       0.0062       540.265      0.775356   5.74205e-06      0.181587     0.0236716     0.0193797
       0.0062       540.265      0.775355   5.74205e-06      0.181588     0.0236716     0.0193798
       0.0063       568.664      0.750335   6.44792e-06       0.20093     0.0267929     0.0219351
       0.0064       597.063      0.725315    7.1538e-06      0.220273     0.0299142     0.0244905
       0.0065       627.276      0.699369   7.90115e-06      0.240116     0.0332692     0.0272372
       0.0066        657.49      0.673423   8.64851e-06       0.25996     0.0366242      0.029984
       0.0066        657.49      0.673423   8.64851e-06       0.25996     0.0366242      0.029984
       0.0066        657.49      0.673423   8.64851e-06       0.25996     0.0366242      0.029984
       0.0067        689.27      0.647125   9.42097e-06      0.279866     0.0401383     0.0328609
       0.0068       721.051      0.620826   1.01934e-05      0.299773     0.0436524     0.0357379
       0.0069        754.23      0.594668   1.09764e-05      0.319379     0.0472549     0.0386872
        0.007        787.41       0.56851   1.17594e-05      0.338984     0.0508574     0.0416366
       0.0071       821.858      0.542898   1.25415e-05      0.357998     0.0544849     0.0446063
       0.0072       856.306      0.517286   1.33235e-05      0.377012     0.0581123      0.047576
       0.0073       891.894      0.492538   1.40993e-05      0.395216       0.06171     0.0505214
       0.0074       927.481       0.46779   1.48751e-05       0.41342     0.0653077     0.0534668
       0.0074       927.482       0.46779   1.48751e-05       0.41342     0.0653077     0.0534668
       0.0074       927.481       0.46779   1.48751e-05       0.41342     0.0653077     0.0534668
       0.0075       964.067      0.444144   1.56524e-05      0.430659     0.0688303     0.0563508
       0.0076       1000.65      0.420498   1.64297e-05      0.447898      0.072353     0.0592347
      0.00765       1019.41      0.409308   1.68367e-05      0.455985     0.0740587     0.0606312
       0.0077       1038.17      0.398119   1.72436e-05      0.464071     0.0757644     0.0620276
      0.00775       1056.93       0.38693   1.76506e-05      0.472158     0.0774701     0.0634241
       0.0078       1075.69      0.375741   1.80575e-05      0.480245     0.0791758     0.0648205
       0.0079        1114.1      0.354736   1.89938e-05      0.495297     0.0824482     0.0674996
        0.008       1152.51      0.333732   1.99302e-05      0.510349     0.0857206     0.0701788
       0.0081       1191.69      0.314157   2.11614e-05       0.52426     0.0888338     0.0727275
       0.0082       1230.87      0.294583   2.23926e-05      0.538171     0.0919471     0.0752762
       0.0083       1270.67      0.276455   2.42304e-05       0.55095     0.0948874     0.0776835
       0.0084       1310.47      0.258326   2.60682e-05      0.563729     0.0978278     0.0800908
       0.0084       1310.48      0.258326   2.60683e-05      0.563729     0.0978278     0.0800908
       0.0084       1310.47      0.258326   2.60682e-05      0.563729     0.0978278     0.0800908
       0.0085       1350.75      0.241627   2.90498e-05      0.575407      0.100587     0.0823499
       0.0086       1391.02      0.224928   3.20314e-05      0.587085      0.103347      0.084609
       0.0087       1431.59      0.209618   3.70679e-05      0.597706      0.105921      0.086717
       0.0088       1472.15      0.194309   4.21044e-05      0.608328      0.108496     0.0888249
       0.0089       1512.82      0.180333   5.07222e-05       0.61795      0.110886     0.0907812
        0.009       1553.49      0.166357   5.93399e-05      0.627571      0.113275     0.0927376
       0.0091       1594.04      0.153646   7.49161e-05      0.636255      0.115481     0.0945431
       0.0092       1634.58      0.140936   9.04922e-05      0.644939      0.117686     0.0963487
       0.0092       1634.58      0.140936   9.04923e-05      0.644939      0.117686     0.0963487
       0.0092       1634.58      0.140936   9.04923e-05      0.644939      0.117686     0.0963487
       0.0093       1674.75      0.129419   0.000119971       0.65275      0.119708     0.0980041
       0.0094       1714.92      0.117901   0.000149449       0.66056       0.12173     0.0996595
       0.0095       1754.39      0.107501   0.000207018      0.667564      0.123566      0.101162
       0.0096       1793.86     0.0971011   0.000264586      0.674568      0.125401      0.102665
       0.0097       1832.18     0.0877463   0.000378459       0.68083      0.127039      0.104006
       0.0098       1870.51     0.0783915   0.000492332      0.687091      0.128677      0.105347
       0.0099       1907.03     0.0700165   0.000715735      0.692675       0.13009      0.106504
         0.01       1943.56     0.0616414   0.000939137      0.698257      0.131502       0.10766
       0.0101       1977.02     0.0542403    0.00136914      0.703191      0.132623      0.108577
       0.0102       2010.48     0.0468393    0.00179913      0.708125      0.133743      0.109494
       0.0103       2038.61     0.0404864    0.00259969      0.712396      0.134447      0.110071
       0.0104       2066.74     0.0341336    0.00340024      0.716668      0.135151      0.110647
       0.0105       2087.28     0.0286322    0.00494238      0.720474      0.135235      0.110716
       0.0106       2107.82     0.0231308    0.00648452      0.724281      0.135319      0.110784
       0.0107       2115.19     0.0184784    0.00943613      0.727738      0.134353      0.109994
       0.0108       2122.56      0.013826     0.0123877      0.731194      0.133388      0.109203
       0.0109       2104.44     0.0104458     0.0179546      0.734229      0.130517      0.106853
        0.011       2086.32    0.00706566     0.0235215      0.737264      0.127646      0.104503
       0.0111       2033.06    0.00512081     0.0326133      0.739923      0.122254      0.100089
       0.0112        1979.8    0.00317597      0.041705      0.742582      0.116863     0.0956748
       0.0113       1900.66    0.00227796      0.053053      0.744912      0.109835     0.0899214
       0.0114       1821.52    0.00137995     0.0644011      0.747243      0.102808      0.084168
       0.0115       1733.36   0.000976788     0.0760183      0.749282     0.0955207     0.0782019
       0.0116        1645.2   0.000573627     0.0876355      0.751321     0.0882334     0.0722359
       0.0117       1556.38   0.000399775     0.0986445        0.7531      0.081298     0.0665579
       0.0118       1467.56   0.000225924      0.109654      0.754878     0.0743626       0.06088
       0.0119       1382.22   0.000154708      0.119698       0.75642     0.0680307     0.0556961
        0.012       1296.88   8.34927e-05      0.129743      0.757962     0.0616988     0.0505123
       0.0121       1217.14   5.61179e-05      0.138704      0.759288     0.0560579     0.0458941
       0.0122        1137.4    2.8743e-05      0.147666      0.760613      0.050417     0.0412759
      0.01225       1100.99   2.39097e-05      0.151587      0.761174     0.0479553     0.0392606
       0.0123       1064.59   1.90764e-05      0.155508      0.761734     0.0454936     0.0372452
      0.01235       1028.18   1.42431e-05      0.159429      0.762295     0.0430319     0.0352298
       0.0124       991.773    9.4098e-06      0.163351      0.762856     0.0405702     0.0332145
       0.0125       925.605   6.46742e-06      0.170188      0.763797     0.0362944     0.0297139
       0.0126       859.438   3.52505e-06      0.177026      0.764739     0.0320186     0.0262134
       0.0126       859.438   3.52505e-06      0.177026      0.764739     0.0320186     0.0262134
       0.0126       859.438   3.52505e-06      0.177026      0.764739     0.0320186     0.0262134
       0.0127       798.321   2.76638e-06      0.183085      0.765537      0.028249     0.0231272
       0.0128       737.205   2.00772e-06      0.189144      0.766334     0.0244793      0.020041
       0.0129       682.289   1.70714e-06       0.19439      0.766987     0.0212361     0.0173858
        0.013       627.373   1.40656e-06      0.199636      0.767639     0.0179929     0.0147306
       0.0131       580.843   1.19078e-06      0.203953      0.768134      0.015347     0.0125644
       0.0132       534.313   9.74986e-07      0.208269       0.76863     0.0127011     0.0103983
      0.01325       515.461   8.92148e-07      0.209983      0.768806     0.0116622    0.00954775
       0.0133       496.609   8.09311e-07      0.211697      0.768981     0.0106233    0.00869722
      0.01335       477.758   7.26474e-07      0.213411      0.769157    0.00958445     0.0078467
       0.0134       458.906   6.43636e-07      0.215124      0.769333    0.00854557    0.00699618
       0.0135        430.25   5.23533e-07      0.217697      0.769556    0.00700807    0.00573744
       0.0136       401.595   4.03429e-07       0.22027       0.76978    0.00547056     0.0044787
       0.0136       401.595   4.03429e-07       0.22027       0.76978    0.00547056     0.0044787
       0.0136       401.595   4.03429e-07       0.22027       0.76978    0.00547057     0.0044787
       0.0137       381.679   3.23795e-07      0.222048      0.769899     0.0044277    0.00362491
       0.0138       361.763    2.4416e-07      0.223825      0.770018    0.00338483    0.00277113
      0.01385       355.446   2.20107e-07      0.224388      0.770043    0.00306182    0.00250668
       0.0139       349.129   1.96054e-07      0.224951      0.770067    0.00273881    0.00224224
      0.01395       342.813   1.72001e-07      0.225515      0.770091     0.0024158     0.0019778
        0.014       336.496   1.47947e-07      0.226078      0.770115    0.00209279    0.00171335
       0.0141       327.634   1.15985e-07       0.22687      0.770126    0.00165146    0.00135204
       0.0142       318.773   8.40237e-08      0.227662      0.770137    0.00121013   0.000990721
       0.0143       312.454   6.22204e-08       0.22823      0.770128   0.000902701   0.000739034
       0.0144       306.135   4.04171e-08      0.228797       0.77012   0.000595276   0.000487347
       0.0144       306.135   4.04171e-08      0.228797       0.77012   0.000595276   0.000487347
       0.0144       306.135   4.04171e-08      0.228797       0.77012   0.000595276   0.000487348
       0.0145        302.79   2.94712e-08        0.2291      0.770104    0.00043743    0.00035812
       0.0146       299.445   1.85254e-08      0.229403      0.770088   0.000279584   0.000228893
       0.0147       297.765   1.33572e-08      0.229556      0.770074   0.000203267   0.000166413
       0.0148       296.086   8.18896e-09       0.22971      0.770059    0.00012695   0.000103933
      0.01485       295.678   7.02022e-09      0.229748      0.770054   0.000109236   8.94304e-05
       0.0149        295.27   5.85148e-09      0.229786      0.770048   9.15214e-05   7.49278e-05
      0.01495       294.862   4.68274e-09      0.229824      0.770042   7.38071e-05   6.04253e-05
        0.015       294.454     3.514e-09      0.229861      0.770037   5.60928e-05   4.59227e-05
       0.0151       294.065   2.49211e-09      0.229898       0.77003   4.01526e-05   3.28726e-05
       0.0152       293.677   1.47022e-09      0.229934      0.770022   2.42124e-05   1.98225e-05
       0.0153       293.494   1.03581e-09      0.229952      0.770017   1.72224e-05   1.40999e-05
       0.0154       293.312   6.01399e-10      0.229969      0.770012   1.02325e-05   8.37723e-06
       0.0154       293.312   6.01399e-10      0.229969      0.770012   1.02325e-05   8.37723e-06
       0.0154       293.312   6.01399e-10      0.229969      0.770012   1.02325e-05   8.37723e-06
       0.0155       293.227   4.21166e-10      0.229977       0.77001   7.23585e-06   5.92393e-06
       0.0156       293.143   2.40933e-10      0.229986      0.770007   4.23925e-06   3.47064e-06
       0.0157       293.104   1.67792e-10      0.229989      0.770005   2.98128e-06   2.44075e-06
       0.0158       293.065   9.46507e-11      0.229993      0.770004   1.72331e-06   1.41086e-06
      0.01585       293.057   8.01132e-11      0.229994      0.770003   1.46448e-06   1.19896e-06
       0.0159       293.048   6.55758e-11      0.229995      0.770003   1.20565e-06   9.87052e-07
      0.01595       293.039   5.10384e-11      0.229996      0.770002   9.46813e-07   7.75148e-07
        0.016        293.03    3.6501e-11      0.229997      0.770002    6.8798e-07   5.63244e-07
      0.01604       293.027   3.19671e-11      0.229997      0.770001    6.0438e-07   4.94801e-07
      0.01608       293.023   2.74333e-11      0.229998      0.770001    5.2078e-07   4.26358e-07
      0.01614       293.018   2.06326e-11      0.229998      0.770001   3.95379e-07   3.23693e-07
       0.0162       293.014   1.38318e-11      0.229998      0.770001   2.69978e-07   2.21029e-07
      0.01625       293.012   1.16628e-11      0.229999      0.770001   2.28546e-07   1.87108e-07
       0.0163        293.01   9.49383e-12      0.229999      0.770001   1.87113e-07   1.53188e-07
      0.01635       293.008   7.32483e-12      0.229999      0.770001   1.45681e-07   1.19268e-07
       0.0164       293.006   5.15583e-12          0.23      0.770001   1.04248e-07   8.53472e-08
     0.016475       293.005   3.93205e-12          0.23          0.77   8.00253e-08    6.5516e-08
      0.01655       293.004   2.70827e-12          0.23          0.77   5.58023e-08   4.56848e-08
     0.016575       293.003   2.30034e-12          0.23          0.77    4.7728e-08   3.90744e-08
       0.0166       293.003   1.89241e-12          0.23          0.77   3.96536e-08   3.24641e-08
    0.0166333       293.003   1.69112e-12          0.23          0.77    3.5524e-08   2.90832e-08
    0.0166667       293.002   1.48984e-12          0.23          0.77   3.13944e-08   2.57023e-08
    0.0167333       293.002   1.08726e-12          0.23          0.77   2.31352e-08   1.89406e-08
       0.0168       293.001   6.84684e-13          0.23          0.77    1.4876e-08   1.21788e-08
      0.01684       293.001   5.96636e-13          0.23          0.77   1.30029e-08   1.06454e-08
      0.01688       293.001   5.08587e-13          0.23          0.77   1.11299e-08   9.11192e-09
      0.01694       293.001   3.76515e-13          0.23          0.77   8.32029e-09   6.81174e-09
        0.017           293   2.44443e-13          0.23          0.77   5.51071e-09   4.51157e-09
       0.0171           293   1.65323e-13          0.23          0.77   3.76451e-09   3.08197e-09
       0.0172           293    8.6204e-14          0.23          0.77   2.01831e-09   1.65237e-09
       0.0172           293    8.6204e-14          0.23          0.77   2.01831e-09   1.65237e-09
       0.0172           293    8.6204e-14          0.23          0.77   2.01831e-09   1.65237e-09
       0.0173           293   5.81318e-14          0.23          0.77   1.37504e-09   1.12573e-09
       0.0174           293   3.00597e-14          0.23          0.77   7.31758e-10   5.99084e-10
     0.017475           293   2.26779e-14          0.23          0.77   5.55957e-10   4.55157e-10
      0.01755           293   1.52962e-14          0.23          0.77   3.80156e-10   3.11231e-10
     0.017575           293   1.28356e-14          0.23          0.77   3.21556e-10   2.63255e-10
       0.0176           293    1.0375e-14          0.23          0.77   2.62956e-10    2.1528e-10
    0.0176333           293   9.23715e-15          0.23          0.77   2.34758e-10   1.92194e-10
    0.0176667           293    8.0993e-15          0.23          0.77    2.0656e-10   1.69109e-10
    0.0177333           293   5.82361e-15          0.23          0.77   1.50165e-10   1.22939e-10
       0.0178           293   3.54791e-15          0.23          0.77     9.377e-11   7.67687e-11
      0.01784           293   3.07899e-15          0.23          0.77   8.16604e-11   6.68547e-11
      0.01788           293   2.61006e-15          0.23          0.77   6.95509e-11   5.69407e-11
      0.01794           293   1.90667e-15          0.23          0.77   5.13866e-11   4.20698e-11
        0.018           293   1.20328e-15          0.23          0.77   3.32222e-11   2.71988e-11
       0.0181           293   8.04198e-16          0.23          0.77   2.24649e-11   1.83918e-11
       0.0182           293   4.05117e-16          0.23          0.77   1.17075e-11   9.58483e-12
       0.0182           293   4.05117e-16          0.23          0.77   1.17075e-11   9.58483e-12
       0.0182           293   4.05117e-16          0.23          0.77   1.17075e-11   9.58483e-12
       0.0183           293    2.7032e-16          0.23          0.77   7.90761e-12    6.4739e-12
       0.0184           293   1.35523e-16          0.23          0.77   4.10774e-12   3.36298e-12
      0.01847           293    1.0387e-16          0.23          0.77   3.17268e-12   2.59745e-12
      0.01854           293   7.22164e-17          0.23          0.77   2.23762e-12   1.83192e-12
      0.01857           293   5.86508e-17          0.23          0.77   1.83688e-12   1.50384e-12
       0.0186           293   4.50851e-17          0.23          0.77   1.43614e-12   1.17575e-12
       0.0187           293   3.00061e-17          0.23          0.77   9.68341e-13   7.92774e-13
       0.0188           293   1.49271e-17          0.23          0.77   5.00547e-13   4.09793e-13
       0.0189           293   9.92352e-18          0.23          0.77     3.372e-13   2.76062e-13
        0.019           293   4.91992e-18          0.23          0.77   1.73853e-13   1.42332e-13
        0.019           293   4.91992e-18          0.23          0.77   1.73853e-13   1.42332e-13
        0.019           293   4.91992e-18          0.23          0.77   1.73853e-13   1.42332e-13
       0.0191           293   3.26545e-18          0.23          0.77   1.16914e-13   9.57167e-14
       0.0192           293   1.61097e-18          0.23          0.77   5.99758e-14   4.91017e-14
     0.019265           293   1.25597e-18          0.23          0.77    4.7078e-14   3.85423e-14
      0.01933           293   9.00962e-19          0.23          0.77   3.41802e-14    2.7983e-14
     0.019365           293   7.09807e-19          0.23          0.77   2.72352e-14   2.22972e-14
       0.0194           293   5.18651e-19          0.23          0.77   2.02902e-14   1.66114e-14
