#           x             T           CH4            O2            N2           CO2           H2O
       0.0117       1797.19     0.0285426    0.00168773      0.838835     0.0719939     0.0589408
       0.0118       1811.35     0.0261673    0.00199229      0.839017     0.0730325      0.059791
       0.0119       1824.24     0.0239374    0.00243343      0.839081     0.0739811     0.0605677
        0.012       1837.14     0.0217075    0.00287456      0.839144     0.0749297     0.0613442
       0.0121       1848.26     0.0196241    0.00350938      0.839099     0.0757508     0.0620165
       0.0122       1859.38     0.0175407    0.00414421      0.839055     0.0765718     0.0626887
      0.01225       1863.58     0.0165945    0.00459533      0.838982     0.0768839     0.0629442
       0.0123       1867.78     0.0156482    0.00504645       0.83891      0.077196     0.0631997
      0.01235       1871.98      0.014702    0.00549757      0.838837     0.0775081     0.0634552
       0.0124       1876.18     0.0137558    0.00594869      0.838765     0.0778202     0.0637107
       0.0125       1880.85      0.012064      0.007237      0.838527     0.0781727     0.0639993
       0.0126       1885.51     0.0103722     0.0085253      0.838289     0.0785252     0.0642879
       0.0126       1885.51     0.0103722     0.0085253       0.83829     0.0785252     0.0642879
       0.0126       1885.51     0.0103722     0.0085253       0.83829     0.0785252     0.0642879
       0.0127       1884.82    0.00889501     0.0103937      0.837961     0.0784906     0.0642595
       0.0128       1884.13    0.00741784     0.0122621      0.837633     0.0784559     0.0642312
       0.0129       1875.63    0.00621567     0.0149669      0.837219     0.0778574     0.0637412
        0.013       1867.12     0.0050135     0.0176717      0.836805     0.0772589     0.0632512
       0.0131       1848.73    0.00414853      0.021394      0.836313     0.0759582     0.0621863
       0.0132       1830.35    0.00328356     0.0251164      0.835821     0.0746576     0.0611215
      0.01325       1816.87    0.00299587     0.0274022      0.835538     0.0737146     0.0603495
       0.0133       1803.38    0.00270817     0.0296881      0.835255     0.0727716     0.0595774
      0.01335        1789.9    0.00242047      0.031974      0.834972     0.0718286     0.0588054
       0.0134       1776.41    0.00213278     0.0342599      0.834689     0.0708856     0.0580334
       0.0135       1743.99    0.00175206     0.0393218       0.83405     0.0686626     0.0562134
       0.0136       1711.56    0.00137134     0.0443838      0.833412     0.0664395     0.0543935
       0.0136       1711.56    0.00137134     0.0443838      0.833412     0.0664395     0.0543935
       0.0136       1711.56    0.00137134     0.0443838      0.833412     0.0664395     0.0543935
       0.0137       1675.79    0.00112139     0.0496979      0.832703     0.0640446     0.0524327
       0.0138       1640.03   0.000871432     0.0550119      0.831995     0.0616496      0.050472
      0.01385        1621.2   0.000790181      0.057716      0.831606     0.0604211     0.0494662
       0.0139       1602.38   0.000708929       0.06042      0.831218     0.0591926     0.0484605
      0.01395       1583.55   0.000627678      0.063124      0.830829     0.0579641     0.0474547
        0.014       1564.72   0.000546426      0.065828      0.830441     0.0567356     0.0464489
       0.0141       1526.19      0.000442     0.0712257      0.829597     0.0542894     0.0444463
       0.0142       1487.65   0.000337573     0.0766234      0.828752     0.0518433     0.0424436
       0.0143       1448.91   0.000271357     0.0819426      0.827842     0.0494556     0.0404889
       0.0144       1410.16   0.000205141     0.0872618      0.826931      0.047068     0.0385342
       0.0144       1410.16   0.000205141     0.0872618      0.826931      0.047068     0.0385342
       0.0144       1410.16   0.000205142     0.0872618      0.826931      0.047068     0.0385342
       0.0145       1371.69   0.000163784     0.0924589      0.825955     0.0447697     0.0366526
       0.0146       1333.21   0.000122426      0.097656      0.824979     0.0424714      0.034771
       0.0147       1295.32   9.70262e-05      0.102703      0.823939     0.0402817     0.0329782
       0.0148       1257.44   7.16264e-05      0.107751        0.8229     0.0380919     0.0311855
      0.01485        1238.9   6.39719e-05      0.110191      0.822349     0.0370572     0.0303384
       0.0149       1220.37   5.63173e-05      0.112632      0.821798     0.0360224     0.0294912
      0.01495       1201.83   4.86628e-05      0.115072      0.821247     0.0349876      0.028644
        0.015        1183.3   4.10083e-05      0.117513      0.820697     0.0339528     0.0277969
       0.0151        1147.2   3.19722e-05      0.122217      0.819534       0.03201     0.0262063
       0.0152       1111.11   2.29361e-05      0.126922      0.818372     0.0300671     0.0246157
       0.0153        1076.1   1.77271e-05      0.131444      0.817152     0.0282542     0.0231314
       0.0154        1041.1   1.25181e-05      0.135966      0.815932     0.0264412     0.0216472
       0.0154        1041.1   1.25181e-05      0.135966      0.815932     0.0264412     0.0216472
       0.0154        1041.1   1.25181e-05      0.135966      0.815932     0.0264412     0.0216472
       0.0155       1007.27   9.59773e-06      0.140302      0.814658     0.0247594     0.0202703
       0.0156       973.448   6.67733e-06      0.144638      0.813384     0.0230775     0.0188933
       0.0157       940.882   5.10065e-06      0.148781      0.812061      0.021528     0.0176248
       0.0158       908.316   3.52398e-06      0.152923      0.810738     0.0199786     0.0163563
      0.01585       892.703   3.12437e-06      0.154894      0.810056     0.0192705     0.0157766
       0.0159        877.09   2.72475e-06      0.156864      0.809374     0.0185625     0.0151969
      0.01595       861.476   2.32513e-06      0.158834      0.808692     0.0178544     0.0146172
        0.016       845.863   1.92551e-06      0.160805       0.80801     0.0171463     0.0140376
      0.01604       833.883     1.776e-06      0.162305      0.807448     0.0166304     0.0136151
      0.01608       821.903   1.62649e-06      0.163805      0.806886     0.0161144     0.0131927
      0.01614       803.933   1.40223e-06      0.166056      0.806043     0.0153404     0.0125591
       0.0162       785.964   1.17796e-06      0.168307        0.8052     0.0145665     0.0119255
      0.01625       771.646   1.09096e-06      0.170088      0.804481     0.0139824     0.0114473
       0.0163       757.328   1.00395e-06       0.17187      0.803761     0.0133984     0.0109692
      0.01635       743.011   9.16946e-07      0.173652      0.803042     0.0128144      0.010491
       0.0164       728.693    8.2994e-07      0.175434      0.802322     0.0122303     0.0100129
     0.016475       708.347   7.58609e-07      0.177955      0.801227     0.0114467    0.00937126
      0.01655       688.002   6.87278e-07      0.180475      0.800131      0.010663    0.00872966
     0.016575        681.22   6.63501e-07      0.181316      0.799766     0.0104017    0.00851579
       0.0166       674.438   6.39724e-07      0.182156      0.799401     0.0101405    0.00830192
    0.0166333       665.936   6.17887e-07      0.183207      0.798911    0.00983216    0.00804949
    0.0166667       657.434   5.96051e-07      0.184257      0.798421    0.00952383    0.00779707
    0.0167333        640.43   5.52377e-07      0.186359      0.797441    0.00890717    0.00729222
       0.0168       623.427   5.08703e-07      0.188461      0.796461    0.00829051    0.00678737
      0.01684        613.92   4.87727e-07      0.189635      0.795875      0.007967    0.00652251
      0.01688       604.412    4.6675e-07       0.19081      0.795289    0.00764349    0.00625766
      0.01694       590.152   4.35284e-07      0.192572      0.794409    0.00715822    0.00586037
        0.017       575.891   4.03819e-07      0.194333       0.79353    0.00667295    0.00546309
       0.0171        553.97    3.6008e-07      0.197046      0.792085    0.00597589     0.0048924
       0.0172       532.049   3.16342e-07      0.199759       0.79064    0.00527882    0.00432172
       0.0172       532.049   3.16342e-07      0.199759       0.79064    0.00527882    0.00432172
       0.0172       532.049   3.16342e-07      0.199759       0.79064    0.00527882    0.00432172
       0.0173       512.071   2.79945e-07      0.202239      0.789235    0.00468798    0.00383801
       0.0174       492.093   2.43548e-07      0.204719      0.787829    0.00409715     0.0033543
     0.017475       478.624   2.21153e-07      0.206399      0.786819    0.00372871    0.00305266
      0.01755       465.154   1.98758e-07      0.208079      0.785809    0.00336026    0.00275102
     0.017575       460.664   1.91293e-07      0.208639      0.785473    0.00323745    0.00265047
       0.0176       456.174   1.83828e-07      0.209199      0.785136    0.00311463    0.00254992
    0.0176333       450.875   1.75812e-07      0.209864      0.784714    0.00298141    0.00244085
    0.0176667       445.577   1.67795e-07      0.210528      0.784292    0.00284819    0.00233179
    0.0177333       434.979   1.51763e-07      0.211857      0.783447    0.00258175    0.00211365
       0.0178       424.382    1.3573e-07      0.213186      0.782603    0.00231531    0.00189552
      0.01784       418.852   1.28149e-07      0.213884      0.782136    0.00218837     0.0017916
      0.01788       413.322   1.20568e-07      0.214582      0.781669    0.00206143    0.00168767
      0.01794       405.027   1.09197e-07      0.215628      0.780969    0.00187102    0.00153178
        0.018       396.732   9.78251e-08      0.216674      0.780269     0.0016806     0.0013759
       0.0181        384.94   8.32559e-08      0.218171      0.779219    0.00143518    0.00117497
       0.0182       373.149   6.86866e-08      0.219667      0.778169    0.00118976   0.000974045
       0.0182       373.149   6.86866e-08      0.219668      0.778169    0.00118976   0.000974045
       0.0182       373.149   6.86866e-08      0.219667      0.778169    0.00118976   0.000974045
       0.0183       363.304   5.77956e-08      0.220924      0.777248     0.0010052   0.000822945
       0.0184        353.46   4.69046e-08      0.222181      0.776327   0.000820635   0.000671846
      0.01847       347.837   4.13755e-08      0.222903      0.775777    0.00072623   0.000594558
      0.01854       342.214   3.58463e-08      0.223624      0.775227   0.000631825    0.00051727
      0.01857       339.804   3.34766e-08      0.223933      0.774991   0.000591366   0.000484146
       0.0186       337.395    3.1107e-08      0.224243      0.774755   0.000550907   0.000451022
       0.0187       330.997   2.55548e-08      0.225068      0.774104    0.00045512   0.000372603
       0.0188       324.599   2.00027e-08      0.225893      0.773454   0.000359333   0.000294183
       0.0189       319.628   1.62181e-08      0.226537       0.77293   0.000293114    0.00023997
        0.019       314.658   1.24335e-08       0.22718      0.772407   0.000226895   0.000185757
        0.019       314.658   1.24335e-08       0.22718      0.772407   0.000226895   0.000185757
        0.019       314.658   1.24335e-08       0.22718      0.772407   0.000226895   0.000185757
       0.0191       310.895   9.92569e-09      0.227669         0.772   0.000182226   0.000149187
       0.0192       307.132   7.41784e-09      0.228158      0.771593   0.000137557   0.000112617
     0.019265       305.328   6.36329e-09      0.228392      0.771393    0.00011838   9.69168e-05
      0.01933       303.525   5.30874e-09      0.228627      0.771193   9.92034e-05   8.12169e-05
     0.019365       302.554   4.74091e-09      0.228754      0.771085   8.88775e-05   7.27632e-05
       0.0194       301.583   4.17307e-09       0.22888      0.770978   7.85515e-05   6.43095e-05
